State,County,Organization Name,Plan Name,Contract ID,Plan ID,Segment ID,Organization Type,Plan Type,Special Needs Plan,Special Needs Plan Type,Benefit Type,Part D Basic Premium Below Regional Benchmark?,National PDP,Part C Premium2,Part D Total Premium5,Tiers Not Subject to Deductible7,Increased Initial Coverage Limit8,Extra Coverage in Gap,Unnamed: 26,Total Premium,temp
Alabama,Dale,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Dale,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H0432,3,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Dale,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H0432,4,0,Local CCP,HMO,No,,Enhanced Alternative,,,19.4,27.6,,,,,47.0,False
Alabama,Dale,Humana Insurance Company,HumanaChoice H5216-096 (PPO),H5216,96,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,29.5,15.5,1.0,,,,45.0,False
Alabama,Dale,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Dallas,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Dallas,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Dallas,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Dallas,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H0432,5,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Dallas,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H0432,6,0,Local CCP,HMO,No,,Enhanced Alternative,,,19.4,27.6,,,,,47.0,False
Alabama,Dallas,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,DeKalb,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,DeKalb,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,DeKalb,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,2,Local CCP,HMO,No,,Enhanced Alternative,,,19.6,18.4,1.0,,Y,,38.0,False
Alabama,DeKalb,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,DeKalb,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,2,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,28.0,1.0,,,,28.0,False
Alabama,DeKalb,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Elmore,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Elmore,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Elmore,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Elmore,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Elmore,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Elmore,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H0432,7,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Elmore,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H0432,8,0,Local CCP,HMO,No,,Enhanced Alternative,,,19.4,27.6,,,,,47.0,False
Alabama,Elmore,Humana Insurance Company,HumanaChoice H5216-095 (PPO),H5216,95,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,24.5,22.5,1.0,,,,47.0,False
Alabama,Elmore,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Escambia,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Escambia,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Escambia,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,41,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Escambia,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,42,0,Local CCP,HMO,No,,Enhanced Alternative,,,20.9,23.1,,,,,44.0,False
Alabama,Escambia,"Humana Benefit Plan of Illinois, Inc.",HumanaChoice H5525-020 (PPO),H5525,20,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,33.2,32.8,1.0,,,,66.0,False
Alabama,Escambia,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-089 (HMO),H5619,89,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Escambia,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Etowah,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Etowah,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Etowah,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,2,Local CCP,HMO,No,,Enhanced Alternative,,,19.6,18.4,1.0,,Y,,38.0,False
Alabama,Etowah,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Etowah,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,2,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,28.0,1.0,,,,28.0,False
Alabama,Etowah,Humana Insurance Company,HumanaChoice H5216-094 (PPO),H5216,94,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,26.5,20.5,1.0,,,,47.0,False
Alabama,Etowah,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-088 (HMO),H5619,88,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Etowah,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Fayette,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Fayette,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Fayette,Humana Insurance Company,HumanaChoice H5216-095 (PPO),H5216,95,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,24.5,22.5,1.0,,,,47.0,False
Alabama,Fayette,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-088 (HMO),H5619,88,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Fayette,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),H8145,75,0,PFFS,PFFS,No,,Basic Alternative,,,63.2,31.8,1.0,,,,95.0,False
Alabama,Fayette,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Franklin,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Franklin,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Franklin,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Franklin,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,2,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,28.0,1.0,,,,28.0,False
Alabama,Franklin,Humana Insurance Company,HumanaChoice H5216-094 (PPO),H5216,94,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,26.5,20.5,1.0,,,,47.0,False
Alabama,Franklin,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Geneva,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Geneva,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Geneva,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H0432,3,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Geneva,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H0432,4,0,Local CCP,HMO,No,,Enhanced Alternative,,,19.4,27.6,,,,,47.0,False
Alabama,Geneva,Humana Insurance Company,HumanaChoice H5216-094 (PPO),H5216,94,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,26.5,20.5,1.0,,,,47.0,False
Alabama,Geneva,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Greene,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Greene,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Greene,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Hale,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Hale,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Hale,Humana Insurance Company,HumanaChoice H5216-094 (PPO),H5216,94,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,26.5,20.5,1.0,,,,47.0,False
Alabama,Hale,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Henry,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Henry,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Henry,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H0432,3,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Henry,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H0432,4,0,Local CCP,HMO,No,,Enhanced Alternative,,,19.4,27.6,,,,,47.0,False
Alabama,Henry,Humana Insurance Company,HumanaChoice H5216-096 (PPO),H5216,96,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,29.5,15.5,1.0,,,,45.0,False
Alabama,Henry,Aetna Medicare,Aetna Medicare Essential Plan (PPO),H5521,91,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Henry,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Houston,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Houston,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Houston,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,41,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Houston,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,42,0,Local CCP,HMO,No,,Enhanced Alternative,,,20.9,23.1,,,,,44.0,False
Alabama,Houston,Humana Insurance Company,HumanaChoice H5216-096 (PPO),H5216,96,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,29.5,15.5,1.0,,,,45.0,False
Alabama,Houston,Aetna Medicare,Aetna Medicare Essential Plan (PPO),H5521,91,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Houston,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Jackson,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Jackson,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Jackson,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,2,Local CCP,HMO,No,,Enhanced Alternative,,,19.6,18.4,1.0,,Y,,38.0,False
Alabama,Jackson,Humana Insurance Company,HumanaChoice H5216-094 (PPO),H5216,94,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,26.5,20.5,1.0,,,,47.0,False
Alabama,Jackson,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Jefferson,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,14,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Jefferson,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Jefferson,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Jefferson,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Jefferson,VIVA Medicare,VIVA Medicare Me (HMO),H0154,14,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,,,0.0,True
Alabama,Jefferson,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Jefferson,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,41,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Jefferson,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,42,0,Local CCP,HMO,No,,Enhanced Alternative,,,20.9,23.1,,,,,44.0,False
Alabama,Jefferson,Aetna Medicare,Aetna Medicare Value Plan (HMO),H3931,125,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Jefferson,Humana Insurance Company,HumanaChoice H5216-095 (PPO),H5216,95,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,24.5,22.5,1.0,,,,47.0,False
Alabama,Jefferson,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),H5521,171,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Jefferson,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-088 (HMO),H5619,88,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Jefferson,Bright Health,Bright Advantage (HMO),H8280,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Jefferson,Bright Health,Bright Advantage Plus (HMO),H8280,2,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,42.0,,,,,42.0,False
Alabama,Jefferson,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Lamar,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Lamar,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Lamar,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Lauderdale,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Lauderdale,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Lauderdale,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,2,Local CCP,HMO,No,,Enhanced Alternative,,,19.6,18.4,1.0,,Y,,38.0,False
Alabama,Lauderdale,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Lauderdale,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Lauderdale,Humana Insurance Company,HumanaChoice H5216-094 (PPO),H5216,94,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,26.5,20.5,1.0,,,,47.0,False
Alabama,Lauderdale,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-094 (HMO),H5619,94,0,Local CCP,HMO,No,,Enhanced Alternative,,,26.5,16.5,1.0,,,,43.0,False
Alabama,Lauderdale,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Lawrence,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Lawrence,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Lawrence,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,2,Local CCP,HMO,No,,Enhanced Alternative,,,19.6,18.4,1.0,,Y,,38.0,False
Alabama,Lawrence,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H0432,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,17.0,1.0,,,,17.0,False
Alabama,Lawrence,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H0432,2,0,Local CCP,HMO,No,,Enhanced Alternative,,,25.4,27.6,,,,,53.0,False
Alabama,Lawrence,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-094 (HMO),H5619,94,0,Local CCP,HMO,No,,Enhanced Alternative,,,26.5,16.5,1.0,,,,43.0,False
Alabama,Lawrence,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Lee,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Lee,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Lee,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Lee,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Lee,Humana Insurance Company,HumanaChoice H5216-056 (PPO),H5216,56,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,18.1,26.9,1.0,,,,45.0,False
Alabama,Lee,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Limestone,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Limestone,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Limestone,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,2,Local CCP,HMO,No,,Enhanced Alternative,,,19.6,18.4,1.0,,Y,,38.0,False
Alabama,Limestone,Humana Insurance Company,HumanaChoice H5216-094 (PPO),H5216,94,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,26.5,20.5,1.0,,,,47.0,False
Alabama,Limestone,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-094 (HMO),H5619,94,0,Local CCP,HMO,No,,Enhanced Alternative,,,26.5,16.5,1.0,,,,43.0,False
Alabama,Limestone,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),H8145,75,0,PFFS,PFFS,No,,Basic Alternative,,,63.2,31.8,1.0,,,,95.0,False
Alabama,Limestone,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Lowndes,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Lowndes,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Lowndes,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),H0150,24,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Alabama,Lowndes,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Lowndes,VIVA Medicare,VIVA Medicare Plus (HMO),H0154,15,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Lowndes,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,41,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Lowndes,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,42,0,Local CCP,HMO,No,,Enhanced Alternative,,,20.9,23.1,,,,,44.0,False
Alabama,Lowndes,Humana Insurance Company,HumanaChoice H5216-095 (PPO),H5216,95,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,24.5,22.5,1.0,,,,47.0,False
Alabama,Lowndes,Humana Insurance Company,HumanaChoice R7315-002 (Regional PPO),R7315,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,Below Regional Benchmark,,59.4,27.6,1.0,,,,87.0,False
Alabama,Macon,Blue Advantage (PPO),Blue Advantage Complete (PPO),H0104,12,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,15.8,33.2,1.0,,,,49.0,False
Alabama,Macon,Blue Advantage (PPO),Blue Advantage Premier (PPO),H0104,15,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,98.0,61.0,,,,,159.0,False
Alabama,Macon,VIVA Medicare,VIVA Medicare Premier (HMO),H0154,11,0,Local CCP,HMO,No,,Enhanced Alternative,,,38.5,70.5,,,Y,,109.0,False
Alabama,Macon,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,41,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Alabama,Macon,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,42,0,Local CCP,HMO,No,,Enhanced Alternative,,,20.9,23.1,,,,,44.0,False
